65,93,1,46,54,55,86,56,91,47,59,28,72,56,71,39,37,8,84,49,22,19,55,3,58,64,90,70,94,79,69,14,80,75,17,70,49,19,1,41,43,69,13,8,59,45,96,15,86,14,11,91,94,64,88,14,8,65,73,3,23,84,58,97,90,39,100,31,88,100,12,39,28,79,70,34,100,34,64,3,54,2,100,47,64,80,47,70,69,41,55,28,87,80,64,86,63,24,20,97
56,97,60,13,38,71,45,53,31,27,54,45,59,69,100,66,20,38,36,32,32,73,37,25,92,16,21,79,8,17,25,26,57,98,99,70,27,68,44,40,76,63,49,12,97,72,19,19,86,81,6,27,94,15,9,66,48,11,0,53,10,73,8,66,28,78,41,19,87,99,13,33,29,0,30,93,88,9,16,15,69,61,43,75,31,39,71,73,71,12,82,62,70,58,8,17,38,4,19,99
66,12,92,66,33,69,42,92,15,81,88,12,28,58,31,53,70,29,27,13,48,67,7,92,28,95,7,70,44,42,22,13,58,30,6,6,19,53,55,81,36,35,72,98,78,96,12,43,97,39,99,81,85,9,48,14,53,66,53,73,31,100,16,86,49,94,99,48,48,24,72,52,95,59,99,41,23,87,0,60,61,84,76,23,77,43,93,17,57,37,51,22,55,82,72,39,54,10,58,24
6,8,0,36,8,64,55,94,7,75,39,36,29,21,54,16,2,21,100,54,11,64,33,75,68,90,53,98,42,50,85,90,85,31,56,51,30,28,19,94,57,62,9,27,8,64,5,39,64,53,76,11,41,20,74,88,77,11,81,25,22,24,59,78,16,32,43,36,61,100,37,16,31,68,100,75,24,72,7,4,10,42,19,58,44,82,72,95,3,60,84,29,95,36,61,37,19,98,5,26
79,7,65,49,48,86,16,89,27,85,30,41,45,38,43,28,81,3,66,90,17,48,66,94,61,22,71,72,55,6,45,55,6,41,45,11,49,30,16,69,53,1,37,97,84,62,59,2,75,97,68,68,73,13,48,48,42,59,65,94,38,19,95,98,45,61,65,37,80,91,98,56,50,26,76,29,68,25,11,43,15,20,76,62,87,84,4,29,24,53,74,5,98,61,90,6,67,21,55,20
67,93,89,72,92,54,72,68,14,94,47,17,29,6,45,15,24,36,24,63,64,87,63,33,13,25,68,26,9,15,6,2,93,28,80,26,78,12,66,55,97,55,84,57,58,61,39,61,73,21,67,43,63,72,56,90,55,62,81,59,5,98,82,11,54,94,48,70,41,59,84,79,92,99,51,52,83,33,57,42,1,81,79,10,50,58,1,36,47,38,71,33,38,62,68,9,58,61,27,53
67,82,55,69,96,42,53,85,78,16,34,23,10,13,20,46,45,11,7,56,79,63,91,24,25,34,96,51,9,84,1,67,91,82,66,80,7,22,72,91,52,45,82,50,52,59,9,21,97,28,25,30,42,26,52,91,62,39,47,4,13,13,50,61,47,69,38,49,87,37,87,94,26,61,85,7,58,63,40,26,55,94,23,56,28,87,70,32,38,0,30,83,86,82,10,89,99,55,3,93
30,29,99,1,44,72,72,31,92,63,43,62,49,58,16,52,55,46,91,64,13,82,25,15,65,20,25,83,35,5,93,92,28,58,44,41,61,68,93,28,22,90,12,28,51,31,76,11,23,73,31,26,7,76,62,73,8,59,54,99,19,70,46,94,12,68,53,15,89,38,10,98,57,82,65,52,25,19,8,76,56,14,2,3,82,2,27,99,45,89,89,86,56,89,48,66,90,45,84,26
24,31,53,4,26,24,82,42,70,93,36,50,27,83,9,42,50,68,90,9,28,93,28,100,27,53,39,59,76,10,6,42,38,45,82,67,94,58,13,57,58,53,72,66,64,74,20,19,45,18,18,50,19,40,53,54,21,40,7,89,20,67,78,70,54,24,62,2,57,42,27,47,15,32,6,57,83,69,40,98,86,27,21,25,3,67,31,74,83,42,42,60,97,23,46,72,59,10,30,95
83,67,48,97,6,18,69,29,11,1,25,36,72,15,31,36,6,6,87,85,65,14,77,27,82,4,64,27,100,4,5,64,42,81,52,24,16,10,76,31,33,62,36,53,68,72,45,23,42,91,5,61,48,41,49,34,54,4,72,26,71,9,1,1,88,70,94,9,67,82,47,41,83,78,45,13,4,33,70,93,81,41,63,17,42,64,33,82,31,4,22,69,27,77,54,22,63,85,70,100
