45,7,91,34,86,50,10,81,10,4,26,4,75,66,78,35,68,5,64,65,66,53,22,10,17,45,88,85,10,82,16,69,35,10,6,46,93,99,8,16,71,25,70,97,80,79,80,97,20,73,48,24,37,52,35,84,87,96,78,95,74,58,30,13,92,14,11,85,15,82,27,76,86,30,78,23,91,37,21,31,77,87,65,14,41,51,73,46,80,60,43,1,6,52,87,76,45,62,66,74
4,11,14,39,76,3,99,21,72,50,26,13,59,40,27,16,9,34,60,93,37,82,26,58,38,87,82,23,26,62,95,25,39,68,8,27,65,64,34,22,7,50,25,49,18,35,13,35,34,68,19,59,96,10,34,31,33,89,36,36,99,57,34,52,100,79,2,18,88,88,50,27,7,23,91,34,33,38,42,18,39,80,17,87,98,66,48,14,49,89,11,84,15,30,30,78,96,25,29,6
81,34,67,95,45,89,27,72,70,15,73,57,74,46,17,28,94,59,28,17,42,31,2,47,49,8,81,94,15,29,89,89,76,68,44,97,50,53,49,76,61,76,53,64,57,0,32,31,20,86,58,61,70,90,77,27,61,14,49,35,58,94,100,56,29,43,81,99,62,10,64,62,37,83,75,85,11,97,63,86,86,61,52,78,39,9,56,43,82,47,66,95,78,8,39,96,40,0,89,72
28,22,3,23,78,44,90,6,53,44,16,17,72,77,11,95,96,91,54,69,19,77,80,37,88,56,4,64,3,30,19,33,55,44,78,100,53,15,56,47,2,79,70,97,30,96,58,83,97,16,75,4,63,61,74,77,78,9,31,95,85,69,34,10,50,37,27,23,32,18,24,89,11,4,10,59,58,90,22,55,14,65,59,92,13,24,68,87,65,95,56,30,13,29,81,64,25,3,74,22
81,37,90,49,60,97,14,99,16,18,80,90,91,79,31,80,15,51,84,70,73,21,48,35,63,13,66,53,32,57,73,91,24,88,77,11,57,65,9,5,27,90,49,95,52,38,61,94,93,71,3,100,94,46,46,48,12,26,81,94,92,25,21,24,96,27,20,42,99,64,35,26,76,58,0,2,19,95,62,99,19,19,34,8,72,33,68,12,65,60,76,57,15,68,11,33,63,48,38,18
33,28,63,55,50,90,16,7,13,8,90,5,74,98,99,38,23,79,70,47,61,10,75,67,50,35,34,59,5,25,26,52,74,94,83,69,71,81,93,51,78,90,5,50,83,86,92,1,7,60,24,96,75,2,35,87,29,14,42,18,5,15,18,10,88,36,66,51,61,39,42,14,75,8,54,70,48,92,24,94,12,100,92,5,58,71,92,12,13,19,53,34,82,61,78,100,7,58,38,69
32,58,54,14,41,25,57,37,46,13,56,26,81,26,4,17,29,9,48,62,97,43,55,26,24,58,87,13,33,13,52,18,57,59,90,70,93,55,25,50,82,99,71,84,53,38,25,83,53,92,53,87,63,45,45,47,24,7,37,57,81,31,22,97,6,45,92,99,56,79,94,47,93,53,27,60,67,37,44,62,76,72,10,63,29,45,45,37,85,18,89,60,57,54,61,61,24,10,76,78
91,50,57,16,67,4,40,38,82,23,81,13,15,13,8,33,65,58,31,26,58,71,98,8,49,2,87,75,48,76,9,75,91,1,51,13,76,5,37,93,32,39,43,0,26,70,67,19,7,67,34,8,47,1,56,44,17,37,64,20,51,0,60,65,44,1,15,19,54,96,84,10,36,12,95,78,34,31,90,51,96,62,22,32,74,98,85,45,6,18,74,30,73,95,6,41,41,87,32,77
49,78,88,75,14,43,20,22,86,11,59,10,70,99,47,58,73,91,54,43,48,17,68,7,13,5,62,98,31,27,26,34,20,38,100,91,88,91,3,98,74,52,81,87,82,20,76,83,60,76,57,45,73,9,1,76,44,47,16,75,56,3,56,58,50,45,4,54,92,33,79,40,63,48,2,86,92,42,7,8,62,2,21,77,53,67,62,58,81,81,79,40,20,74,11,37,38,27,52,73
54,15,88,68,37,86,47,40,100,48,88,8,64,64,62,99,13,11,53,2,99,31,77,1,68,90,16,43,97,25,1,28,55,65,100,37,88,94,64,63,8,76,50,54,17,78,61,66,88,75,92,56,27,100,95,66,49,0,5,94,38,34,26,60,48,0,79,89,91,2,96,27,42,61,70,4,21,81,89,32,40,53,57,22,2,88,64,62,36,78,14,8,45,33,92,51,31,79,15,58
29,86,31,80,33,54,31,71,61,24,77,14,60,21,44,38,85,87,3,60,54,95,34,89,21,33,69,87,48,55,42,37,22,80,42,19,44,85,11,56,89,28,81,21,53,7,32,54,69,83,76,4,11,5,4,69,8,58,59,94,61,67,65,14,86,4,13,17,12,98,15,12,36,61,35,45,53,71,66,28,30,52,63,54,6,15,47,85,42,27,4,15,26,39,7,18,86,13,4,3
34,44,31,32,39,100,8,14,80,67,41,60,41,77,43,39,33,4,78,6,99,6,97,83,75,61,34,47,49,18,44,0,65,6,1,97,77,70,73,32,62,10,36,28,63,43,70,67,93,87,66,43,31,9,38,60,0,6,49,19,18,85,56,48,3,22,72,98,29,67,53,64,38,68,79,81,30,46,60,63,2,17,78,77,67,53,98,24,35,59,64,54,38,62,81,5,42,71,1,40
37,26,33,21,40,54,57,85,52,38,31,64,33,80,0,75,92,91,38,40,18,15,93,80,64,64,57,43,24,35,80,3,33,22,34,74,19,23,68,91,73,42,0,13,81,37,12,24,38,88,29,63,43,37,96,58,51,85,73,32,14,75,23,61,61,12,1,64,18,67,11,26,24,50,75,95,11,44,58,52,90,98,68,92,79,20,37,18,54,22,66,20,97,29,5,99,10,16,77,98
95,30,92,42,99,30,17,69,42,82,62,41,100,99,54,84,26,71,1,13,70,71,52,49,41,53,24,75,98,19,47,30,76,20,90,95,24,25,37,58,2,30,19,58,44,46,36,62,96,99,8,100,86,39,3,26,49,97,64,36,80,38,43,33,57,0,65,79,64,88,30,36,6,2,22,42,85,50,12,20,88,36,96,100,46,5,87,69,25,32,77,90,62,1,68,28,74,16,77,98
85,63,25,62,18,25,79,51,91,33,34,1,25,86,71,0,15,83,23,10,21,52,56,9,70,94,86,32,57,92,87,68,93,40,85,26,65,65,46,24,66,48,63,51,85,55,49,95,88,0,79,75,24,89,10,12,0,6,2,22,68,18,100,92,14,82,8,33,70,39,19,28,26,69,24,75,31,35,50,3,70,39,13,38,13,46,25,47,84,50,56,70,95,46,19,36,39,19,42,35
6,76,70,0,87,28,91,64,32,77,98,49,17,86,19,98,53,91,57,54,87,98,54,2,43,56,64,21,71,21,2,78,24,35,20,67,100,1,79,69,17,67,62,50,28,11,7,0,37,16,40,42,85,36,42,50,77,40,42,8,83,49,62,77,99,95,29,81,20,87,47,93,91,2,18,80,91,76,5,57,58,21,40,15,44,44,56,82,26,60,42,51,41,66,70,54,85,30,67,36
78,12,85,36,44,74,42,13,1,1,65,66,6,3,24,7,13,52,64,58,60,44,91,19,58,62,58,29,91,4,36,13,51,67,2,17,57,36,72,64,64,30,51,40,98,97,30,48,17,26,99,36,88,45,28,97,92,18,39,21,33,86,45,80,49,13,50,85,57,83,34,15,19,23,31,8,85,43,20,48,15,19,83,69,64,62,97,10,7,56,31,58,66,5,27,35,11,52,51,31
6,69,47,81,18,21,100,24,6,1,50,95,53,96,6,88,88,12,60,72,84,84,4,38,33,41,98,58,17,51,34,44,8,75,15,39,27,96,46,4,46,49,85,71,24,100,22,86,9,80,39,72,40,0,75,61,24,64,2,19,58,4,95,39,66,7,3,77,63,88,75,70,43,52,97,54,6,5,41,79,70,16,39,0,43,98,62,23,36,10,90,83,25,16,91,71,1,6,73,17
55,71,85,22,51,91,64,31,64,3,26,55,38,53,77,99,26,25,40,24,4,69,65,0,50,10,80,78,45,30,25,15,73,69,4,18,75,66,32,88,71,58,45,95,36,75,12,17,38,49,6,66,29,29,49,18,77,80,16,11,59,24,72,99,72,93,58,43,81,25,72,67,65,17,17,75,33,40,69,67,94,97,3,2,96,10,84,38,92,44,6,26,19,49,43,32,49,59,61,74
71,52,52,88,1,10,7,36,98,81,89,28,30,48,92,55,21,92,97,44,21,9,72,30,85,72,53,11,95,93,18,65,4,62,61,89,38,81,21,13,0,62,58,85,35,25,61,13,75,36,4,56,52,57,70,43,67,99,78,16,73,42,52,57,22,38,18,74,27,75,45,72,82,34,68,0,55,72,14,31,66,25,89,0,93,95,63,27,47,21,87,55,0,11,53,23,15,62,85,67
41,89,60,45,58,89,12,91,20,59,86,5,98,0,85,48,9,45,92,73,3,63,90,44,87,5,63,42,30,63,44,21,96,13,92,93,36,30,51,42,100,72,97,54,26,28,47,9,40,46,98,74,53,68,10,96,60,53,4,29,19,68,39,39,58,4,90,55,85,96,88,8,72,98,76,4,27,49,21,91,68,25,53,35,86,88,78,87,82,82,32,12,38,64,3,36,14,24,98,26
0,67,1,5,75,56,76,57,76,82,19,92,36,7,40,94,8,65,98,13,65,67,32,94,15,52,95,23,43,1,49,55,84,62,86,86,44,55,84,51,88,9,29,9,58,27,60,85,19,35,75,82,3,28,47,15,59,73,85,8,13,80,99,95,71,73,77,50,33,85,75,25,77,53,50,87,96,55,64,64,65,92,19,30,99,56,91,94,60,5,67,17,27,41,20,36,13,31,22,43
